ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,UIX Impact,Use,Mode,Intro,Link for more infos,Tags,Consequences ,Advice,Notes,Comment,Possible values,OS,
1641,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium,0,1,Entreprise,"This policy setting specifies whether to allow this client to download print driver packages over HTTP.  To set up HTTP printing, non-inbox drivers need to be downloaded over HTTP.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.InternetCommunicationManagement::DisableWebPnPDownload_1,,,,This policy setting does not prevent the client from printing to printers on the Intranet or the Internet over HTTP. It only prohibits downloading drivers that are not already installed locally.,,Number : 1 (Enable);0 (Disable),At least Windows XP Professional with SP2,
1642,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1,Registry,,HKLM:\Software\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium,0,1,Entreprise,This policy setting controls whether or not errors are reported to Microsoft.  Error Reporting is used to report information about a system or application that has failed or has stopped responding and is used to improve the quality of the product.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.InternetCommunicationManagement::PCH_DoNotReport,,,,This policy setting overrides any user setting made from the Control Panel for error reporting.,,Number : 0 (Enable);1 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional with SP2,
1643,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium,0,1,Entreprise,This policy setting controls whether or not errors are reported to Microsoft.  Error Reporting is used to report information about a system or application that has failed or has stopped responding and is used to improve the quality of the product.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.InternetCommunicationManagement::PCH_DoNotReport,,,,This policy setting overrides any user setting made from the Control Panel for error reporting.,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional with SP2,
1644,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium,0,0,Entreprise,"This policy setting specifies whether Windows should download a list of providers for the web publishing and online ordering wizards.  These wizards allow users to select from a list of companies that provide services such as online storage and photographic printing. By default, Windows displays providers downloaded from a Windows website in addition to providers specified in the registry.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.InternetCommunicationManagement::ShellPreventWPWDownload_2,,,,,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional with SP2,
1645,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\SQMClient\Windows,CEIPEnable,,,,1,0,=,Medium,0,1,Entreprise,"This policy setting turns off the Windows Customer Experience Improvement Program. The Windows Customer Experience Improvement Program collects information about your hardware configuration and how you use our software and services to identify trends and usage patterns. Microsoft will not collect your name, address, or any other personally identifiable information. <br/><br/>There are no surveys to complete, no salesperson will call, and you can continue working without interruption. It is simple and user-friendly.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.InternetCommunicationManagement::CEIPEnable,,,,,,Number : 0 (Enable);1 (Disable),At least Windows Vista,
1650,Administrative Templates: System,Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,2,0,=,Medium,0,0,Basic,Enumeration policy for external DMA-capable devices incompatible with DMA remapping. This policy only takes effect when Kernel DMA Protection is enabled and supported by the system. ,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.DmaGuard::DmaGuardEnumerationPolicy,,,,"This policy does not apply to 1394, PCMCIA or ExpressCard devices.",,Number : 0 (Block all) ; 1 (Only while logged in) ; 2 (Allow all),"At least Windows 10 Server, Windows 10 or Windows 10 RT",
1660,Administrative Templates: System,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,1,0,=,Medium,1,0,StrongBox,"This policy setting allows you to control whether a domain user can sign in using a convenience PIN.
->If you enable this policy setting, a domain user can set up and sign in with a convenience PIN.
->If you disable or don't configure this policy setting, a domain user can't set up and use a convenience PIN.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.CredentialProviders::AllowDomainPINLogon,Lockscreen;Force;PIN,,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1661,Administrative Templates: System,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium,2,0,StrongBox,"This policy setting allows you to prevent app notifications from appearing on the lock screen.
->If you enable this policy setting, no app notifications are displayed on the lock screen.
->If you disable or do not configure this policy setting, users can choose which apps display notifications on the lock screen.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsLogon::DisableLockScreenAppNotifications,Lockscreen;Force;Notifications,,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1662,Administrative Templates: System,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium,2,0,,"This policy setting allows you to control whether anyone can interact with available networks UI on the logon screen.
->If you enable this policy setting, the PC's network connectivity state cannot be changed without signing into Windows.
->If you disable or don't configure this policy setting, any user can disconnect the PC from the network or can connect the PC to other available networks without signing into Windows.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsLogon::DontDisplayNetworkSelectionUI,Lockscreen;Force;Network;UI,,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1670,Administrative Templates: System,Mitigation Options: Untrusted Font Blocking,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\MitigationOptions,MitigationOptions_FontBocking,,,,0,1000000000000,=,Medium,1,0,,"This security feature provides a global setting to prevent programs from loading untrusted fonts.
->Untrusted fonts are any font installed outside of the %windir%\Fonts directory.
->This feature can be configured to be in 3 modes: On, Off, and Audit. By default, it is Off and no fonts are blocked.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.GroupPolicy::FontMitigation,Fonts;Force,,"If you aren't quite ready to deploy this feature into your organization, you can run it in Audit mode to see if blocking untrusted fonts causes any usability or compatibility issues.","->On : Block untrusted fonts and log events
->Off : Do not block untrusted fonts
->Audit : Log events without blocking untrusted fonts ",,Number : 1000000000000 (On);2000000000000 (Off);3000000000000 (Audit),"At least Windows 10 Server, Windows 10 or Windows 10 RT",
1680,Administrative Templates: System,OS Policies: Allow Clipboard synchronization across devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowCrossDeviceClipboard,,,,1,0,=,Medium,0,1,Basic,"This policy setting determines whether Clipboard contents can be synchronized across devices. -> If you enable this policy setting, Clipboard contents are allowed to be synchronized across devices logged in under the same Microsoft account or Azure AD account. -> If you disable this policy setting, Clipboard contents cannot be shared to other devices.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.OSPolicy::AllowCrossDeviceClipboard,Clipboard ; Sync,,,,,Number : 1 (Enable);0 (Disable),"At least Windows 10 Server, Windows 10 or Windows 10 RT",
1685,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium,2,,Basic,"This policy setting specifies whether or not the user is prompted for a password when the system resumes from sleep.
->If you enable or do not configure this policy setting, the user is prompted for a password when the system resumes from sleep.
->If you disable this policy setting, the user is not prompted for a password when the system resumes from sleep.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.PowerManagement::ACPromptForPasswordOnResume_2,Sleep;Password,,,,"Cryhod nécessite une veille «profonde » pendant laquelle le disque dur est chiffré. Ainsi, la mise en veille n’est pas conseillée pour Cyberlib.",Number : 1 (Enable);0 (Disable),At least Windows Vista,
1686,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium,1,0,Basic,This policy setting specifies whether or not the user is prompted for a password when the system resumes from sleep. -> If you enable or do not configure this policy setting the user is prompted for a password when the system resumes from sleep.-> If you disable this policy setting the user is not prompted for a password when the system resumes from sleep.,https://www.windows-security.org/ba0799f3d8c35dc3ff98637dea01cd7c/require-a-password-when-a-computer-wakes-on-battery,Sleep;Password,,,,"Cryhod nécessite une veille «profonde » pendant laquelle le disque dur est chiffré. Ainsi, la mise en veille n’est pas conseillée pour Cyberlib.",Number : 1 (Enable);0 (Disable),At least Windows Vista,
1687,Administrative Templates: System,Sleep Settings: Allow standby states (S1-S3) when sleeping (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,ACSettingIndex,,,,1,0,=,Medium,1,0,Basic,"This policy setting manages whether or not Windows is allowed to use standby states when putting the computer in a sleep state.  -> If you enable or do not configure this policy setting, Windows uses standby states to put the computer in a sleep state. -> If you disable this policy setting, standby states (S1-S3) are not allowed.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.PowerManagement::AllowStandbyStatesAC_2,Sleep ; Standby,,,,,Number : 1 (Enable);0 (Disable),At least Windows Vista,
1688,Administrative Templates: System,Sleep Settings: Allow standby states (S1-S3) when sleeping (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,DCSettingIndex,,,,1,0,=,Medium,1,0,Basic,This policy setting manages whether or not Windows is allowed to use standby states when putting the computer in a sleep state. → If you enable this policy setting Windows uses standby states to put the computer in a sleep state. -> If you disable or do not configure this policy setting the only sleep state a computer may enter is hibernate.,https://www.windows-security.org/3dd32c39616c8e1442522b28e22bf7b2/allow-standby-states-s1-s3-when-sleeping-on-battery,Sleep ; Standby,,,,,Number : 1 (Enable);0 (Disable),At least Windows Vista,
1690,Administrative Templates: System,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,Medium,0,1,Basic ,"This policy setting allows you to turn on or turn off Offer (Unsolicited) Remote Assistance on this computer.  If you enable this policy setting, users on this computer can get help from their corporate technical support staff using Offer (Unsolicited) Remote Assistance.  If you disable this policy setting, users on this computer cannot get help from their corporate technical support staff using Offer (Unsolicited) Remote Assistance",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.RemoteAssistance::RA_Unsolicit,Remote,,,,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional,
1691,Administrative Templates: System,Remote Assistance: Configure Solicited Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,1,0,=,Medium,0,1,Basic,"This policy setting allows you to turn on or turn off Solicited (Ask for) Remote Assistance on this computer. -> If you enable this policy setting, users on this computer can use email or file transfer to ask someone for help. Also, users can use instant messaging programs to allow connections to this computer, and you can configure additional Remote Assistance settings. -> If you disable this policy setting, users on this computer cannot use email or file transfer to ask someone for help. Also, users cannot use instant messaging programs to allow connections to this computer.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.RemoteAssistance::RA_Solicit,Remote, ,,,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional,
1692,Administrative Templates: System,Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,EnableAuthEpResolution,,,,0,1,=,Medium,0,0,Basic,This policy setting controls whether RPC clients authenticate with the Endpoint Mapper Service when the call they are making contains authentication information. The Endpoint Mapper Service on computers running Windows NT4 (all service packs) cannot process authentication information supplied in this manner.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.RemoteProcedureCalls::RpcEnableAuthEpResolution,RPC,,,This policy will not be applied until the system is rebooted.,,Number : 1 (Enable);0 (Disable), At least Windows XP Professional with SP2,
1693,Administrative Templates: System,Remote Procedure Call: Restrict Unauthenticated RPC clients,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,RestrictRemoteClients,,,,0,2,=,Medium,0,1,Basic,This policy setting controls how the RPC server runtime handles unauthenticated RPC clients connecting to RPC servers. <br/><br/> This policy setting impacts all RPC applications. In a domain environment this policy setting should be used with caution as it can impact a wide range of functionality including group policy processing itself. Reverting a change to this policy setting can require manual intervention on each affected machine. This policy setting should never be applied to a domain controller.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.RemoteProcedureCalls::RpcRestrictRemoteClients,RPC,,,This policy will not be applied until the system is rebooted.,,0 (None) ; 1 (Authenticated) ; 2 (Authenticated without exceptions ), At least Windows XP Professional with SP2,
1694,Administrative Templates: System,Security Settings: Enable svchost.exe mitigation options,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SCMConfig,EnableSvchostMitigationPolicy,,,,0,1,=,Medium,0,0,Basic,"This policy setting enables process mitigation options on svchost.exe processes. -> If you enable this policy setting, built-in system services hosted in svchost.exe processes will have stricter security policies enabled on them. This includes a policy requiring all binaries loaded in these processes to be signed by microsoft, as well as a policy disallowing dynamically-generated code.  -> If you disable or do not configure this policy setting, these stricter security settings will not be applied.  ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.ServiceControlManager::SvchostProcessMitigationEnable,svchost,,,,,Number : 1 (Enable);0 (Disable),"At least Windows 10 Server, Windows 10 or Windows 10 RT",
1695,Administrative Templates: System,Windows Performance PerfTrack: Enable/Disable PerfTrack,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WDI\{9c5a40da-b965-4fc3-8781-88dd50a6299d},ScenarioExecutionEnabled,,,,1,0,=,Medium,0,0,Basic,"This policy setting specifies whether to enable or disable tracking of responsiveness events. -> If you enable this policy setting, responsiveness events are processed and aggregated. The aggregated data will be transmitted to Microsoft through SQM. -> if you disable this policy setting, responsiveness events are not processed. → If you do not configure this policy setting, the DPS will enable Windows Performance PerfTrack by default. ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.PerformancePerftrack::WdiScenarioExecutionPolicy,PerfTrack,,,,,Number : 1 (Enable);0 (Disable),At least Windows Vista,
1696,Administrative Templates: System,User Profiles: Turn of the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium,1,,Enterprise,"This policy setting turns off the advertising ID, preventing apps from using the ID for experiences across apps.
->If you enable this policy setting, the advertising ID is turned off. Apps can't use the ID for experiences across apps.
->If you disable or do not configure this policy setting, users can control whether apps can use the advertising ID for experiences across apps. ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.UserProfiles::DisableAdvertisingId,Advertising;Force,The user will can’t change this parameter after setting,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012 R2, Windows 8.1 or Windows RT 8.1",
1697,Administrative Templates: System,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium,0,0,0,Basic,"This policy setting specifies whether to enable or disable tracking of responsiveness events. -> If you enable this policy setting, responsiveness events are processed and aggregated. The aggregated data will be transmitted to Microsoft through SQM. -> if you disable this policy setting, responsiveness events are not processed. → If you do not configure this policy setting, the DPS will enable Windows Performance PerfTrack by default. ",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsTimeService::W32TIME_POLICY_ENABLE_NTPCLIENT,,,,,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional
1698,Administrative Templates: System,Time Providers: Enable Windows NTP Server,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,0,0,=,Medium,0,0,0,Basic,"This policy setting allows you to specify whether the Windows NTP Server is enabled. → If you enable this policy setting for the Windows NTP Server, your computer can service NTP requests from other computers. ->  If you disable or do not configure this policy setting, your computer cannot service NTP requests from other computers.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsTimeService::W32TIME_POLICY_ENABLE_NTPSERVER,,,,,,Number : 1 (Enable);0 (Disable),At least Windows Server 2003 operating systems or Windows XP Professional
1700,Administrative Templates: Windows Components,App Package Deployment: Allow a Windows app to share application data between users,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\AppModel\StateManager,AllowSharedLocalAppData,,,,1,0,=,Medium,0,1,Basic,Manages a Windows app's ability to share data between users who have installed the app.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.Appx::AllowSharedLocalAppData,,,,"->If you enable this policy, a Windows app can share app data with other instances of that app. Data is shared through the SharedLocal folder. This folder is available through the Windows.Storage API.
->If you disable this policy, a Windows app can't share app data with other instances of that app. If this policy was previously enabled, any previously shared app data will remain in the SharedLocal folder. ",Attention : problème d’utilisation si l’utilisateur partage des données dans son dossier shared ?,Number : 1 (Enable);0 (Disable),Windows 10; Windows Server;Windows 10 RT,
1701,Administrative Templates: Windows Components,App Privacy: Let Windows apps activate with voice while the system is locked,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppPrivacy,LetAppsActivateWithVoiceAboveLock,,,,0,2,=,Medium,1,1,Basic,This policy setting specifies whether Windows apps can be activated by voice while the system is locked.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.AppPrivacy::LetAppsActivateWithVoiceAboveLock,,,"This policy is applied to Windows apps and Cortana. It takes precedence of the ""Allow Cortana above lock"" policy. This policy is applicable only when ""Allow voice activation"" policy is configured to allow applications to be activated with voice. ","->If you choose the ""User is in control"" option, employees in your organization can decide whether users can interact with applications using speech while the system is locked by using Settings > Privacy on the device.
->If you choose the ""Force Allow"" option, users can interact with applications using speech while the system is locked and employees in your organization cannot change it.
->If you choose the ""Force Deny"" option, users cannot interact with applications using speech while the system is locked and employees in your organization cannot change it.
->If you disable or do not configure this policy setting, employees in your organization can decide whether users can interact with applications using speech while the system is locked by using Settings > Privacy on the device.",,Number : 0 (User is in control);1 (Force Allow);2 (Force Deny),Windows 10; Windows Server;Windows 10 RT,
1702,Administrative Templates: Windows Components,App runtime: Block launching Universal Windows apps with Windows Runtime API access from hosted content,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,BlockHostedAppAccessWinRT,,,,0,1,=,Medium,1,,,This policy setting controls whether Universal Windows apps with Windows Runtime API access directly from web content can be launched.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.AppxRuntime::AppxRuntimeBlockHostedAppAccessWinRT,,This policy should not be enabled unless recommended by Microsoft as a security response because it can cause severe app compatibility issues. ,,"->If you enable this policy setting, Universal Windows apps which declare Windows Runtime API access in ApplicationContentUriRules section of the manifest cannot be launched; Universal Windows apps which have not declared Windows Runtime API access in the manifest are not affected.
->If you disable or do not configure this policy setting, all Universal Windows apps can be launched.",,Number : 1 (Enable);0 (Disable),Windows 10; Windows Server;Windows 10 RT,
1703,Administrative Templates: Windows Components,Application Compatibility: Turn off Application Telemetry,Registry,,HKLM:\Software\Policies\Microsoft\Windows\AppCompat,AITEnable,,,,1,0,=,Medium,0,1,Basic,"The policy controls the state of the Application Telemetry engine in the system.
Application Telemetry is a mechanism that tracks anonymous usage of specific Windows system components by applications.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.ApplicationCompatibility::AppCompatTurnOffApplicationImpactTelemetry,,,,"Disabling telemetry will take effect on any newly launched applications. To ensure that telemetry collection has stopped for all applications, please reboot your machine.
->Turning Application Telemetry off by selecting ""enable"" will stop the collection of usage data.
->If the customer Experience Improvement program is turned off, Application Telemetry will be turned off regardless of how this policy is set.",,Number : 1 (Enable);0 (Disable),At least Windows 7,
1704,Administrative Templates: Windows Components,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium,2,,,"This policy setting allows you to turn off the Autoplay feature.
Autoplay begins reading from a drive as soon as you insert media in the drive. As a result, the setup file of programs and the music on audio media start immediately.
->If you enable this policy setting, Autoplay is disabled on CD-ROM and removable media drives, or disabled on all drives.
->This policy setting disables Autoplay on additional types of drives. You cannot use this setting to enable Autoplay on drives on which it is disabled by default.
->If you disable or do not configure this policy setting, AutoPlay is enabled.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.AutoPlay::Autorun,,,,"This policy setting appears in both the Computer Configuration and User Configuration folders. If the policy settings conflict, the policy setting in Computer Configuration takes precedence over the policy setting in User Configuration.",,Number : 181 (CD-ROM and removable media drives);255 (All drives),At least Windows 2000,
1705,Administrative Templates: Windows Components,AutoPlay Policies: Disallow Autoplay for non-volume devices,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,,,,0,1,=,Medium,1,1,Basic,"This policy setting disallows AutoPlay for MTP (Media Transfer Protocol) devices like cameras or phones.
->If you enable this policy setting, AutoPlay is not allowed for MTP devices like cameras or phones.
->If you disable or do not configure this policy setting, AutoPlay is enabled for non-volume devices.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.AutoPlay::NoAutoplayfornonVolume,,,,,,Number : 1 (Enable);0 (Disable),At least Windows 7,
1706,Administrative Templates: Windows Components,AutoPlay Policies: Set the default behavior for AutoRun,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium,1,1,Basic,"This policy setting sets the default behavior for Autorun commands.
->Autorun commands are generally stored in autorun.inf files. They often launch the installation program or other routines.
->This creates a major security concern as code may be executed without user's knowledge. The default behavior starting with Windows Vista is to prompt the user whether autorun command is to be run. The autorun command is represented as a handler in the Autoplay dialog.

",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.AutoPlay::NoAutorun,,,,"If you disable or not configure this policy setting, Windows Vista or later will prompt the user whether autorun command is to be run.
If you enable this policy setting, an Administrator can change the default Windows Vista or later behavior for autorun to:

->Completely disable autorun commands, or
->Revert back to pre-Windows Vista behavior of automatically executing the autorun command.",,Number : 0 (Not defined); 1 (Do not execute any autorun commands);2 (Automatically execute autorun commands),At least Windows Vista,
1707,Administrative Templates: Windows Components,Biometrics: Allow the use of biometrics,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics,Enabled,,,,1,0,=,Medium,2,,StrongBox,"This policy setting allows or prevents the Windows Biometric Service to run on this computer.
->If you enable or do not configure this policy setting, the Windows Biometric Service is available, and users can run applications that use biometrics on Windows. If you want to enable the ability to log on with biometrics, you must also configure the ""Allow users to log on using biometrics"" policy setting.
->If you disable this policy setting, the Windows Biometric Service is unavailable, and users cannot use any biometric feature in Windows.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.Biometrics::Biometrics_EnableBio,,,,Users who log on using biometrics should create a password recovery disk; this will prevent data loss in the event that someone forgets their logon credentials. ,,Number : 1 (Enable);0 (Disable),At least Windows 7,
1708,Administrative Templates: Windows Components,BitLocker Drive Encryption: Volume status,BitLockerVolume,VolumeStatus,,,,,,FullyDecrypted,FullyEncrypted,=,High,0,0,,,,,,,,,,At least Windows 8,
1709,Administrative Templates: Windows Components,BitLocker Drive Encryption: Disable new DMA devices when this computer is locked,Registry,,HKLM:\Software\Policies\Microsoft\FVE,DisableExternalDMAUnderLock,,,,0,1,=,Medium,0,0,Basic,"This policy setting allows you to block direct memory access (DMA) for all Thunderbolt hot pluggable PCI downstream ports until a user logs into Windows. Once a user logs in, Windows will enumerate the PCI devices connected to the host Thunderbolt PCI ports. Every time the user locks the machine, DMA will be blocked on hot plug Thunderbolt PCI ports with no children devices, until the user logs in again. Devices which were already enumerated when the machine was unlocked will continue to function until unplugged or the system is rebooted or hibernated. <br/><br/>This policy setting is only enforced when BitLocker or device encryption is enabled.",https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::DisableExternalDMAUnderLock_Name,,,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server 2016, Windows 10 Version 1703",
1710,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Allow Secure Boot for integrity validation,Registry,,HKLM:\Software\Policies\Microsoft\FVE,OSAllowSecureBootForIntegrity,,,,0,1,=,Medium,0,0,Basic,This policy setting allows you to configure whether Secure Boot will be allowed as the platform integrity provider for BitLocker operating system drives. <br/><br/> Secure Boot ensures that the PC's pre-boot environment only loads firmware that is digitally signed by authorized software publishers. Secure Boot also provides more flexibility for managing pre-boot configuration than legacy BitLocker integrity checks.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::AllowSecureBootForIntegrity_Name,,"Disabling this policy may result in BitLocker recovery when firmware is updated. If you disable this policy, suspend BitLocker prior to applying firmware updates. ",,"If the group policy setting ""Configure TPM platform validation profile for native UEFI firmware configurations"" is enabled and has PCR 7 omitted, Bitlocker will be prevented from using Secure Boot for platform or Boot Configuration Data (BCD) integrity validation.  ",,Number : 1 (Enable);0 (Disable),"At least Windows Server 2012, Windows 8 or Windows RT",
1711,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Require additional authentication at startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseAdvancedStartup,,,,0,1,=,Medium,1,0,Basic,This policy setting allows you to configure whether BitLocker requires additional authentication each time the computer starts and whether you are using BitLocker with or without a Trusted Platform Module (TPM). ,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.VolumeEncryption::ConfigureAdvancedStartup_Name,,,,"Only one of the additional authentication options can be required at startup, otherwise a policy error occurs. If you want to require the use of a startup PIN and a USB flash drive, you must configure BitLocker settings using the command-line tool manage-bde instead of the BitLocker Drive Encryption setup wizard.",,Number : 1 (Enable);0 (Disable),At least Windows 7,
1712,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Allow enhanced PINs for startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseEnhancedPin,,,,0,1,=,Medium,1,0,Basic,"This policy setting allows you to configure whether or not enhanced startup PINs are used with BitLocker. <br/><br/> Enhanced startup PINs permit the use of characters including uppercase and lowercase letters, symbols, numbers, and spaces. This policy setting is applied when you turn on BitLocker.",https://admx.help/?Category=MDOP&Policy=Microsoft.Policies.BitLockerManagement::EnhancedPIN_Name,,,,Not all computers may support enhanced PINs in the pre-boot environment. It is strongly recommended that the administrator evaluate if their systems are compatible with this feature prior to enabling its use.  ,,Number : 1 (Enable);0 (Disable),At least Windows 7,
